              v.test Mean.in.category Overall.mean sd.in.category Overall.sd    p.value
uvb_jm2_43  2.387310          0.78009   0.56486765        0.02157 0.13167639 0.01697217
temperatur  2.157125          0.94438   0.85719588        0.02045 0.05903254 0.03099595
prec_mm_43 -2.062575          0.04252   0.28562765        0.04252 0.17215445 0.03915304
wet_monthl -2.216128          0.00000   0.29575941        0.00000 0.19492752 0.02668276
aermr02_kg -2.283827          0.01182   0.07444765        0.00124 0.04005274 0.02238170
TOW_freque -2.630527          0.00000   0.29530412        0.00000 0.16396687 0.00852526
